score_rand_1,key_resp_0.keys,key_resp_0.rt,key_resp_before.keys,key_resp_before.rt,time_instructions,training_resp.keys,training_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,imageFile,participant,group,sitzung,geschlecht*,date,expName,psychopyVersion,OS,frameRate,training_resp_2.keys,training_resp_2.corr,training_resp_2.rt,repeat_training_loop.thisRepN,repeat_training_loop.thisTrialN,repeat_training_loop.thisN,repeat_training_loop.thisIndex,repeat_training_loop.ran,key_resp_break_1.keys,key_resp_break_1.rt,time_trial,key_resp_cue1.keys,key_resp_cue1.rt,key_pause.keys,key_resp_cue2.keys,resp1.keys,resp1.corr,resp1.rt,resp2.keys,resp2.corr,resp2.rt,resp3.keys,resp3.corr,resp3.rt,resp_total_value,resp_total_time,on_time,too_early,resp_total_corr,did_get_here,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,trials_loop.ran,cue1,color1expl,cue2,color2expl,conditions,trial_type,congruent,corrAns1,corrAns2,corrAns3,corrAnsR,numbers_seq,numbers_pr,file_number,Jitter_Fix,Jitter_ICI,img_fix_1,img_fix_2,key_resp_cue2.rt,filler_press,key_pause.rt,bonus
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2764.403,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,214,214,214,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,32,6,4.5,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2774.92,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,215,215,215,1,cues/grey.png,grey,cues/lightblue.png,lightblue,rule,experimental,1,3,3,1,1,3 - 3 - 1,24,6,4,3.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2785.936,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,216,216,216,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,26,6,3,5.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2797.953,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,217,217,217,1,cues/white.png,white,cues/red.png,red,fill_sub_rule,filler,0,0,0,0,4,0 - 0 - 0,1,6,4,3,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2808.47,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,218,218,218,1,cues/yellow.png,yellow,cues/yellow.png,yellow,spec,experimental,1,1,3,1,1,1 - 3 - 1,8,6,3,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2818.985,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,219,219,219,1,cues/blue.png,blue,cues/lightblue.png,lightblue,fill_spec,filler,0,0,0,0,4,0 - 0 - 0,1,6,6,2,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2830.505,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,220,220,220,1,cues/lightblue.png,lightblue,cues/lightblue.png,lightblue,spec,experimental,1,3,3,1,1,3 - 3 - 1,4,6,2,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2840.02,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,221,221,221,1,cues/grey.png,grey,cues/pink.png,pink,rule,experimental,1,1,1,3,1,1 - 1 - 3,22,6,2,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2848.036,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,222,222,222,1,cues/white.png,white,cues/pink.png,pink,subrule,experimental,1,1,1,3,1,1 - 1 - 3,30,6,5.5,3.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2860.553,,,,,,0,,,0,,,0,,3,2.5,0,0,1,1,0,223,223,223,1,cues/white.png,white,cues/red.png,red,fill_sub_rule,filler,0,0,0,0,4,0 - 0 - 0,1,6,5.5,4.5,cues/fix_1.png,cues/fix_2.png,,0,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2874.069,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,224,224,224,1,cues/grey.png,grey,cues/lightblue.png,lightblue,rule,experimental,1,3,3,1,1,3 - 3 - 1,20,6,2,2,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2881.569,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,225,225,225,1,cues/black.png,black,cues/blue.png,blue,general,experimental,1,4,4,2,1,4 - 4 - 2,13,6,4,2.5,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2891.585,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,226,226,226,1,cues/purple.png,purple,cues/purple.png,purple,spec,experimental,1,2,2,4,1,2 - 2 - 4,3,6,2,3,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,2900.102,,,,,,0,,,0,,,0,,3,2.5,0,0,0,1,0,227,227,227,1,cues/white.png,white,cues/purple.png,purple,subrule,experimental,1,2,2,4,1,2 - 2 - 4,29,6,6,4,cues/fix_1.png,cues/fix_2.png,,,,
,,,,,,,,,,,,,,1,A,Exp,Männlich,2020-04-11_15h10.47.191,Mental_Exp,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
